CODE,RG CODE,NB CODE,PLAYER,YEAR,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,,PTS / G,REB / G,AST / G,STL / G,BLK / G,TOV / G,FG%,3P%,FT%,,RESULT
Jim Barnett GSW 1973,Jim Barnett,,Jim Barnett,1973,GSW,11,336,143,60,147,0.408,,,,23,27,0.852,,,39,39,,,,28,,13.00,3.55,3.55,0.00,0.00,0.00,0.41,0.00,0.85,"1,000.00",Conf Finalist
Jim Barnett NYK 1975,Jim Barnett,,Jim Barnett,1975,NYK,3,59,31,13,21,0.619,,,,5,5,1,5,3,8,5,1,1,,6,,10.33,2.67,1.67,0.33,0.33,0.00,0.62,0.00,1.00,10.00,First Round
Jim Brewer CLE 1976,Jim Brewer,,Jim Brewer,1976,CLE,13,489,114,44,101,0.436,,,,26,48,0.542,40,100,140,37,13,12,,34,,8.77,10.77,2.85,1.00,0.92,0.00,0.44,0.00,0.54,"1,000.00",Conf Finalist
Jim Brewer CLE 1977,Jim Brewer,,Jim Brewer,1977,CLE,3,113,23,11,27,0.407,,,,1,1,1,11,25,36,5,4,4,,11,,7.67,12.00,1.67,1.33,1.33,0.00,0.41,0.00,1.00,10.00,First Round
Jim Brewer CLE 1978,Jim Brewer,,Jim Brewer,1978,CLE,1,9,0,0,1,0,,,,0,2,0,0,0,0,0,0,0,0,2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,First Round
Jim Brewer POR 1980,Jim Brewer,,Jim Brewer,1980,POR,3,67,21,10,10,1,0,0,0,1,3,0.333,6,10,16,3,5,2,1,6,,7.00,5.33,1.00,1.67,0.67,0.33,1.00,0.00,0.33,10.00,First Round
Jim Brewer LAL 1981,Jim Brewer,,Jim Brewer,1981,LAL,3,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,First Round
Jim Brewer LAL 1982,Jim Brewer,,Jim Brewer,1982,LAL,8,57,6,3,6,0.5,0,0,0,0,0,0,4,7,11,4,2,6,4,5,,0.75,1.38,0.50,0.25,0.75,0.50,0.50,0.00,0.00,"100,000.00",Champion
Jim Chones CLE 1976,Jim Chones,,Jim Chones,1976,CLE,7,242,105,47,114,0.412,,,,11,18,0.611,14,36,50,6,1,6,,23,,15.00,7.14,0.86,0.14,0.86,0.00,0.41,0.00,0.61,"1,000.00",Conf Finalist
Jim Chones CLE 1977,Jim Chones,,Jim Chones,1977,CLE,3,99,39,16,27,0.593,,,,7,7,1,11,20,31,3,0,1,,9,,13.00,10.33,1.00,0.00,0.33,0.00,0.59,0.00,1.00,10.00,First Round
Jim Chones CLE 1978,Jim Chones,,Jim Chones,1978,CLE,2,82,30,13,27,0.481,,,,4,8,0.5,3,12,15,7,2,1,4,7,,15.00,7.50,3.50,1.00,0.50,2.00,0.48,0.00,0.50,10.00,First Round
Jim Chones LAL 1980,Jim Chones,,Jim Chones,1980,LAL,16,439,119,48,118,0.407,0,0,0,23,34,0.676,32,72,104,28,8,6,32,60,,7.44,6.50,1.75,0.50,0.38,2.00,0.41,0.00,0.68,"100,000.00",Champion
Jim Chones LAL 1981,Jim Chones,,Jim Chones,1981,LAL,3,67,24,10,17,0.588,0,0,0,4,8,0.5,6,11,17,1,1,4,3,9,,8.00,5.67,0.33,0.33,1.33,1.00,0.59,0.00,0.50,10.00,First Round
Jim Chones WAS 1982,Jim Chones,,Jim Chones,1982,WAS,5,30,5,2,9,0.222,0,0,0,1,3,0.333,1,5,6,2,1,2,1,8,,1.00,1.20,0.40,0.20,0.40,0.20,0.22,0.00,0.33,100.00,Conf Semis
Jim Cleamons LAL 1972,Jim Cleamons,,Jim Cleamons,1972,LAL,6,17,8,4,7,0.571,,,,0,0,0,,,4,4,,,,3,,1.33,0.67,0.67,0.00,0.00,0.00,0.57,0.00,0.00,"100,000.00",Champion
Jim Cleamons CLE 1976,Jim Cleamons,,Jim Cleamons,1976,CLE,13,503,179,73,184,0.397,,,,33,40,0.825,23,48,71,61,8,3,,34,,13.77,5.46,4.69,0.62,0.23,0.00,0.40,0.00,0.83,"1,000.00",Conf Finalist
Jim Cleamons NYK 1978,Jim Cleamons,,Jim Cleamons,1978,NYK,6,127,34,14,36,0.389,,,,6,6,1,5,8,13,23,3,0,8,13,,5.67,2.17,3.83,0.50,0.00,1.33,0.39,0.00,1.00,100.00,Conf Semis
Jim Cleamons WAS 1980,Jim Cleamons,,Jim Cleamons,1980,WAS,2,20,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,,0.00,0.50,0.50,0.50,0.00,0.50,0.00,0.00,0.00,10.00,First Round
Jim Davis ATL 1968,Jim Davis,,Jim Davis,1968,ATL,2,9,2,1,3,0.333,,,,0,0,0,,,3,0,,,,2,,1.00,1.50,0.00,0.00,0.00,0.00,0.33,0.00,0.00,100.00,Conf Semis
Jim Davis ATL 1969,Jim Davis,,Jim Davis,1969,ATL,8,52,13,4,15,0.267,,,,5,8,0.625,,,17,1,,,,7,,1.63,2.13,0.13,0.00,0.00,0.00,0.27,0.00,0.63,"1,000.00",Conf Finalist
Jim Davis ATL 1970,Jim Davis,,Jim Davis,1970,ATL,9,117,38,14,37,0.378,,,,10,17,0.588,,,30,6,,,,24,,4.22,3.33,0.67,0.00,0.00,0.00,0.38,0.00,0.59,"1,000.00",Conf Finalist
Jim Davis ATL 1971,Jim Davis,,Jim Davis,1971,ATL,5,119,56,17,36,0.472,,,,22,27,0.815,,,22,4,,,,17,,11.20,4.40,0.80,0.00,0.00,0.00,0.47,0.00,0.81,100.00,Conf Semis
Jim Davis DET 1974,Jim Davis,,Jim Davis,1974,DET,7,69,26,11,19,0.579,,,,4,6,0.667,4,12,16,5,2,1,,11,,3.71,2.29,0.71,0.29,0.14,0.00,0.58,0.00,0.67,100.00,Conf Semis
Jim Davis DET 1975,Jim Davis,,Jim Davis,1975,DET,2,16,7,2,4,0.5,,,,3,5,0.6,2,2,4,0,1,0,,1,,3.50,2.00,0.00,0.50,0.00,0.00,0.50,0.00,0.60,10.00,First Round
Jim Eakins MIL 1978,Jim Eakins,,Jim Eakins,1978,MIL,3,18,2,1,5,0.2,,,,0,0,0,1,0,1,1,1,0,1,2,,0.67,0.33,0.33,0.33,0.00,0.33,0.20,0.00,0.00,100.00,Conf Semis
Jim Farmer DAL 1988,Jim Farmer,,Jim Farmer,1988,DAL,3,11,4,2,6,0.333,0,0,0,0,0,0,3,1,4,1,0,0,2,2,,1.33,1.33,0.33,0.00,0.00,0.67,0.33,0.00,0.00,"1,000.00",Conf Finalist
Jim Farmer UTA 1989,Jim Farmer,,Jim Farmer,1989,UTA,2,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,First Round
Jim Fox DET 1968,Jim Fox,,Jim Fox,1968,DET,6,90,27,6,19,0.316,,,,15,19,0.789,,,37,3,,,,11,,4.50,6.17,0.50,0.00,0.00,0.00,0.32,0.00,0.79,100.00,Conf Semis
Jim Fox PHX 1970,Jim Fox,,Jim Fox,1970,PHX,6,174,67,25,69,0.362,,,,17,24,0.708,,,64,8,,,,20,,11.17,10.67,1.33,0.00,0.00,0.00,0.36,0.00,0.71,100.00,Conf Semis
Jim Fox CHI 1971,Jim Fox,,Jim Fox,1971,CHI,7,167,79,33,76,0.434,,,,13,19,0.684,,,66,17,,,,17,,11.29,9.43,2.43,0.00,0.00,0.00,0.43,0.00,0.68,100.00,Conf Semis
Jim Fox OKC 1975,Jim Fox,,Jim Fox,1975,OKC,8,40,12,4,14,0.286,,,,4,7,0.571,4,5,9,2,0,1,,6,,1.50,1.13,0.25,0.00,0.13,0.00,0.29,0.00,0.57,100.00,Conf Semis
Jim Fox MIL 1976,Jim Fox,,Jim Fox,1976,MIL,3,33,10,4,5,0.8,,,,2,2,1,2,5,7,3,0,1,,8,,3.33,2.33,1.00,0.00,0.33,0.00,0.80,0.00,1.00,10.00,First Round
Jim Holstein LAL 1953,Jim Holstein,,Jim Holstein,1953,LAL,12,192,52,20,42,0.476,,,,12,23,0.522,,,30,11,,,,30,,4.33,2.50,0.92,0.00,0.00,0.00,0.48,0.00,0.52,"100,000.00",Champion
Jim Holstein LAL 1954,Jim Holstein,,Jim Holstein,1954,LAL,13,188,46,15,49,0.306,,,,16,23,0.696,,,35,11,,,,28,,3.54,2.69,0.85,0.00,0.00,0.00,0.31,0.00,0.70,"100,000.00",Champion
Jim Holstein LAL 1955,Jim Holstein,,Jim Holstein,1955,LAL,7,117,40,16,38,0.421,,,,8,9,0.889,,,30,6,,,,8,,5.71,4.29,0.86,0.00,0.00,0.00,0.42,0.00,0.89,"1,000.00",Conf Finalist
Jim Jackson POR 1999,Jim Jackson,,Jim Jackson,1999,POR,13,265,95,26,72,0.361,5,18,0.278,38,42,0.905,8,22,30,19,7,1,18,27,,7.31,2.31,1.46,0.54,0.08,1.38,0.36,0.28,0.90,"1,000.00",Conf Finalist
Jim Jackson SAC 2003,Jim Jackson,,Jim Jackson,2003,SAC,12,296,135,49,98,0.5,13,28,0.464,24,31,0.774,16,31,47,14,8,3,17,34,,11.25,3.92,1.17,0.67,0.25,1.42,0.50,0.46,0.77,100.00,Conf Semis
Jim Jackson HOU 2004,Jim Jackson,,Jim Jackson,2004,HOU,5,221,74,29,73,0.397,8,29,0.276,8,12,0.667,3,49,52,10,5,1,9,9,,14.80,10.40,2.00,1.00,0.20,1.80,0.40,0.28,0.67,10.00,First Round
Jim Jackson PHX 2005,Jim Jackson,,Jim Jackson,2005,PHX,15,474,165,63,129,0.488,32,62,0.516,7,8,0.875,13,48,61,22,10,8,10,42,,11.00,4.07,1.47,0.67,0.53,0.67,0.49,0.52,0.88,"1,000.00",Conf Finalist
Jim Jackson LAL 2006,Jim Jackson,,Jim Jackson,2006,LAL,3,21.2,4,2,6,0.333,0,1,0,0,0,0,2,1,3,2,1,1,2,4,,1.33,1.00,0.67,0.33,0.33,0.67,0.33,0.00,0.00,10.00,First Round
Jim King LAL 1964,Jim King,,Jim King,1964,LAL,4,51,12,4,10,0.4,,,,4,4,1,,,4,6,,,,2,,3.00,1.00,1.50,0.00,0.00,0.00,0.40,0.00,1.00,100.00,Conf Semis
Jim King LAL 1965,Jim King,,Jim King,1965,LAL,11,184,71,28,63,0.444,,,,15,17,0.882,,,36,24,,,,29,,6.45,3.27,2.18,0.00,0.00,0.00,0.44,0.00,0.88,"10,000.00",Finalist
Jim King LAL 1966,Jim King,,Jim King,1966,LAL,13,287,82,35,84,0.417,,,,12,17,0.706,,,33,31,,,,40,,6.31,2.54,2.38,0.00,0.00,0.00,0.42,0.00,0.71,"10,000.00",Finalist
Jim King GSW 1967,Jim King,,Jim King,1967,GSW,15,458,244,102,216,0.472,,,,40,58,0.69,,,101,50,,,,59,,16.27,6.73,3.33,0.00,0.00,0.00,0.47,0.00,0.69,"10,000.00",Finalist
Jim King GSW 1968,Jim King,,Jim King,1968,GSW,9,113,44,16,38,0.421,,,,12,19,0.632,,,19,20,,,,15,,4.89,2.11,2.22,0.00,0.00,0.00,0.42,0.00,0.63,"1,000.00",Conf Finalist
Jim King GSW 1969,Jim King,,Jim King,1969,GSW,6,142,72,29,78,0.372,,,,14,18,0.778,,,25,17,,,,10,,12.00,4.17,2.83,0.00,0.00,0.00,0.37,0.00,0.78,100.00,Conf Semis
Jim King CHI 1971,Jim King,,Jim King,1971,CHI,7,147,46,19,45,0.422,,,,8,12,0.667,,,21,27,,,,25,,6.57,3.00,3.86,0.00,0.00,0.00,0.42,0.00,0.67,100.00,Conf Semis
Jim King CHI 1972,Jim King,,Jim King,1972,CHI,4,56,26,11,24,0.458,,,,4,4,1,,,6,5,,,,11,,6.50,1.50,1.25,0.00,0.00,0.00,0.46,0.00,1.00,100.00,Conf Semis
Jim King CHI 1973,Jim King,,Jim King,1973,CHI,4,14,5,2,6,0.333,,,,1,2,0.5,,,1,2,,,,3,,1.25,0.25,0.50,0.00,0.00,0.00,0.33,0.00,0.50,100.00,Conf Semis
Jim Krebs LAL 1959,Jim Krebs,,Jim Krebs,1959,LAL,13,213,94,36,103,0.35,,,,22,23,0.957,,,77,5,,,,36,,7.23,5.92,0.38,0.00,0.00,0.00,0.35,0.00,0.96,"10,000.00",Finalist
Jim Krebs LAL 1960,Jim Krebs,,Jim Krebs,1960,LAL,9,157,51,23,55,0.418,,,,5,10,0.5,,,47,8,,,,31,,5.67,5.22,0.89,0.00,0.00,0.00,0.42,0.00,0.50,"1,000.00",Conf Finalist
Jim Krebs LAL 1961,Jim Krebs,,Jim Krebs,1961,LAL,12,183,46,16,47,0.34,,,,14,18,0.778,,,60,9,,,,37,,3.83,5.00,0.75,0.00,0.00,0.00,0.34,0.00,0.78,"1,000.00",Conf Finalist
Jim Krebs LAL 1962,Jim Krebs,,Jim Krebs,1962,LAL,11,327,82,30,90,0.333,,,,22,26,0.846,,,102,21,,,,50,,7.45,9.27,1.91,0.00,0.00,0.00,0.33,0.00,0.85,"10,000.00",Finalist
Jim Krebs LAL 1963,Jim Krebs,,Jim Krebs,1963,LAL,13,199,42,16,47,0.34,,,,10,15,0.667,,,40,4,,,,49,,3.23,3.08,0.31,0.00,0.00,0.00,0.34,0.00,0.67,"10,000.00",Finalist
Jim Krebs LAL 1964,Jim Krebs,,Jim Krebs,1964,LAL,4,50,14,6,9,0.667,,,,2,4,0.5,,,22,6,,,,8,,3.50,5.50,1.50,0.00,0.00,0.00,0.67,0.00,0.50,100.00,Conf Semis
Jim Les UTA 1989,Jim Les,,Jim Les,1989,UTA,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,10.00,First Round
Jim Loscutoff BOS 1956,Jim Loscutoff,,Jim Loscutoff,1956,BOS,3,89,29,11,31,0.355,,,,7,9,0.778,,,26,4,,,,8,,9.67,8.67,1.33,0.00,0.00,0.00,0.35,0.00,0.78,100.00,Conf Semis
Jim Loscutoff BOS 1957,Jim Loscutoff,,Jim Loscutoff,1957,BOS,10,259,80,31,109,0.284,,,,18,28,0.643,,,83,5,,,,46,,8.00,8.30,0.50,0.00,0.00,0.00,0.28,0.00,0.64,"100,000.00",Champion
Jim Loscutoff BOS 1959,Jim Loscutoff,,Jim Loscutoff,1959,BOS,11,260,89,39,113,0.345,,,,11,21,0.524,,,73,13,,,,49,,8.09,6.64,1.18,0.00,0.00,0.00,0.35,0.00,0.52,"100,000.00",Champion
Jim Loscutoff BOS 1961,Jim Loscutoff,,Jim Loscutoff,1961,BOS,10,116,37,15,54,0.278,,,,7,9,0.778,,,35,3,,,,34,,3.70,3.50,0.30,0.00,0.00,0.00,0.28,0.00,0.78,"100,000.00",Champion
Jim Loscutoff BOS 1962,Jim Loscutoff,,Jim Loscutoff,1962,BOS,14,212,66,31,86,0.36,,,,4,10,0.4,,,59,6,,,,59,,4.71,4.21,0.43,0.00,0.00,0.00,0.36,0.00,0.40,"100,000.00",Champion
Jim Loscutoff BOS 1963,Jim Loscutoff,,Jim Loscutoff,1963,BOS,9,56,15,7,25,0.28,,,,1,2,0.5,,,21,1,,,,20,,1.67,2.33,0.11,0.00,0.00,0.00,0.28,0.00,0.50,"100,000.00",Champion
Jim Loscutoff BOS 1964,Jim Loscutoff,,Jim Loscutoff,1964,BOS,1,5,4,2,2,1,,,,0,0,0,,,2,0,,,,3,,4.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,"100,000.00",Champion
Jim McElroy ATL 1980,Jim McElroy,,Jim McElroy,1980,ATL,5,32,12,4,9,0.444,0,1,0,4,5,0.8,1,1,2,4,0,0,2,1,,2.40,0.40,0.80,0.00,0.00,0.40,0.44,0.00,0.80,100.00,Conf Semis
Jim McIlvaine OKC 1997,Jim McIlvaine,,Jim McIlvaine,1997,OKC,5,28,9,4,7,0.571,0,0,0,1,2,0.5,1,1,2,0,1,2,1,7,,1.80,0.40,0.00,0.20,0.40,0.20,0.57,0.00,0.50,100.00,Conf Semis
Jim McIlvaine OKC 1998,Jim McIlvaine,,Jim McIlvaine,1998,OKC,6,59,13,6,20,0.3,0,1,0,1,2,0.5,7,3,10,1,2,6,1,22,,2.17,1.67,0.17,0.33,1.00,0.17,0.30,0.00,0.50,100.00,Conf Semis
Jim McMillian LAL 1971,Jim McMillian,,Jim McMillian,1971,LAL,12,522,181,79,181,0.436,,,,23,34,0.676,,,65,22,,,,27,,15.08,5.42,1.83,0.00,0.00,0.00,0.44,0.00,0.68,"1,000.00",Conf Finalist
Jim McMillian LAL 1972,Jim McMillian,,Jim McMillian,1972,LAL,15,624,286,113,253,0.447,,,,60,70,0.857,,,85,22,,,,43,,19.07,5.67,1.47,0.00,0.00,0.00,0.45,0.00,0.86,"100,000.00",Champion
Jim McMillian LAL 1973,Jim McMillian,,Jim McMillian,1973,LAL,17,630,341,143,307,0.466,,,,55,75,0.733,,,82,37,,,,41,,20.06,4.82,2.18,0.00,0.00,0.00,0.47,0.00,0.73,"10,000.00",Finalist
Jim McMillian LAC 1974,Jim McMillian,,Jim McMillian,1974,LAC,6,224,87,38,92,0.413,,,,11,16,0.688,24,29,53,12,4,1,,14,,14.50,8.83,2.00,0.67,0.17,0.00,0.41,0.00,0.69,100.00,Conf Semis
Jim McMillian LAC 1975,Jim McMillian,,Jim McMillian,1975,LAC,7,240,91,39,86,0.453,,,,13,14,0.929,10,24,34,14,11,2,,12,,13.00,4.86,2.00,1.57,0.29,0.00,0.45,0.00,0.93,100.00,Conf Semis
Jim McMillian LAC 1976,Jim McMillian,,Jim McMillian,1976,LAC,9,348,155,61,129,0.473,,,,33,38,0.868,11,26,37,19,14,4,,29,,17.22,4.11,2.11,1.56,0.44,0.00,0.47,0.00,0.87,100.00,Conf Semis
Jim McMillian NYK 1978,Jim McMillian,,Jim McMillian,1978,NYK,6,134,53,24,53,0.453,,,,5,6,0.833,9,12,21,11,7,0,7,3,,8.83,3.50,1.83,1.17,0.00,1.17,0.45,0.00,0.83,100.00,Conf Semis
Jim Neal PHI 1954,Jim Neal,,Jim Neal,1954,PHI,11,100,31,13,35,0.371,,,,5,13,0.385,,,27,2,,,,14,,2.82,2.45,0.18,0.00,0.00,0.00,0.37,0.00,0.38,"10,000.00",Finalist
Jim Paxson POR 1980,Jim Paxson,,Jim Paxson,1980,POR,3,44,16,5,16,0.313,0,0,0,6,6,1,0,4,4,3,2,1,2,2,,5.33,1.33,1.00,0.67,0.33,0.67,0.31,0.00,1.00,10.00,First Round
Jim Paxson POR 1981,Jim Paxson,,Jim Paxson,1981,POR,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,First Round
Jim Paxson POR 1983,Jim Paxson,,Jim Paxson,1983,POR,7,260,163,68,116,0.586,2,4,0.5,25,33,0.758,4,11,15,18,9,1,15,11,,23.29,2.14,2.57,1.29,0.14,2.14,0.59,0.50,0.76,100.00,Conf Semis
Jim Paxson POR 1984,Jim Paxson,,Jim Paxson,1984,POR,5,172,114,40,78,0.513,1,5,0.2,33,40,0.825,11,8,19,12,2,0,9,13,,22.80,3.80,2.40,0.40,0.00,1.80,0.51,0.20,0.83,10.00,First Round
Jim Paxson POR 1985,Jim Paxson,,Jim Paxson,1985,POR,9,212,116,47,101,0.465,3,10,0.3,19,24,0.792,6,14,20,21,6,0,5,16,,12.89,2.22,2.33,0.67,0.00,0.56,0.47,0.30,0.79,100.00,Conf Semis
Jim Paxson POR 1986,Jim Paxson,,Jim Paxson,1986,POR,4,71,42,14,37,0.378,2,6,0.333,12,15,0.8,1,3,4,15,3,0,6,12,,10.50,1.00,3.75,0.75,0.00,1.50,0.38,0.33,0.80,10.00,First Round
Jim Paxson POR 1987,Jim Paxson,,Jim Paxson,1987,POR,4,94,34,13,32,0.406,0,2,0,8,9,0.889,4,5,9,13,5,0,4,8,,8.50,2.25,3.25,1.25,0.00,1.00,0.41,0.00,0.89,10.00,First Round
Jim Paxson BOS 1988,Jim Paxson,,Jim Paxson,1988,BOS,15,188,50,17,59,0.288,0,2,0,16,20,0.8,1,8,9,11,6,2,12,18,,3.33,0.60,0.73,0.40,0.13,0.80,0.29,0.00,0.80,"1,000.00",Conf Finalist
Jim Paxson BOS 1990,Jim Paxson,,Jim Paxson,1990,BOS,5,62,19,8,16,0.5,0,1,0,3,4,0.75,0,0,0,7,5,0,3,1,,3.80,0.00,1.40,1.00,0.00,0.60,0.50,0.00,0.75,10.00,First Round
Jim Paxson Sr LAL 1957,"Jim Paxson, Sr.",,Jim Paxson Sr,1957,LAL,5,54,25,9,27,0.333,,,,7,14,0.5,,,14,3,,,,4,,5.00,2.80,0.60,0.00,0.00,0.00,0.33,0.00,0.50,"1,000.00",Conf Finalist
Jim Paxson Sr SAC 1958,"Jim Paxson, Sr.",,Jim Paxson Sr,1958,SAC,2,30,12,3,20,0.15,,,,6,8,0.75,,,8,5,,,,7,,6.00,4.00,2.50,0.00,0.00,0.00,0.15,0.00,0.75,100.00,Conf Semis
Jim Petersen HOU 1985,Jim Petersen,,Jim Petersen,1985,HOU,3,8,2,1,1,1,0,0,0,0,0,0,1,1,2,1,0,0,1,2,,0.67,0.67,0.33,0.00,0.00,0.33,1.00,0.00,0.00,10.00,First Round
Jim Petersen HOU 1986,Jim Petersen,,Jim Petersen,1986,HOU,20,378,111,44,108,0.407,0,0,0,23,33,0.697,47,64,111,21,9,9,16,58,,5.55,5.55,1.05,0.45,0.45,0.80,0.41,0.00,0.70,"10,000.00",Finalist
Jim Petersen HOU 1987,Jim Petersen,,Jim Petersen,1987,HOU,10,187,68,28,51,0.549,0,0,0,12,18,0.667,14,32,46,6,5,2,10,26,,6.80,4.60,0.60,0.50,0.20,1.00,0.55,0.00,0.67,100.00,Conf Semis
Jim Petersen HOU 1988,Jim Petersen,,Jim Petersen,1988,HOU,4,98,31,12,23,0.522,0,0,0,7,12,0.583,7,14,21,6,1,2,4,11,,7.75,5.25,1.50,0.25,0.50,1.00,0.52,0.00,0.58,10.00,First Round
Jim Petersen GSW 1991,Jim Petersen,,Jim Petersen,1991,GSW,9,117,29,12,17,0.706,0,0,0,5,8,0.625,4,23,27,3,2,4,2,35,,3.22,3.00,0.33,0.22,0.44,0.22,0.71,0.00,0.63,100.00,Conf Semis
Jim Pollard LAL 1949,Jim Pollard,,Jim Pollard,1949,LAL,10,0,130,43,147,0.293,,,,44,62,0.71,,,0,39,,,,31,,13.00,0.00,3.90,0.00,0.00,0.00,0.29,0.00,0.71,"100,000.00",Champion
Jim Pollard LAL 1950,Jim Pollard,,Jim Pollard,1950,LAL,12,0,144,50,175,0.286,,,,44,62,0.71,,,0,56,,,,36,,12.00,0.00,4.67,0.00,0.00,0.00,0.29,0.00,0.71,"100,000.00",Champion
Jim Pollard LAL 1951,Jim Pollard,,Jim Pollard,1951,LAL,7,0,95,35,108,0.324,,,,25,30,0.833,,,62,27,,,,27,,13.57,8.86,3.86,0.00,0.00,0.00,0.32,0.00,0.83,"1,000.00",Conf Finalist
Jim Pollard LAL 1952,Jim Pollard,,Jim Pollard,1952,LAL,11,469,177,70,173,0.405,,,,37,50,0.74,,,71,33,,,,34,,16.09,6.45,3.00,0.00,0.00,0.00,0.40,0.00,0.74,"100,000.00",Champion
Jim Pollard LAL 1953,Jim Pollard,,Jim Pollard,1953,LAL,12,455,172,62,167,0.371,,,,48,62,0.774,,,86,49,,,,37,,14.33,7.17,4.08,0.00,0.00,0.00,0.37,0.00,0.77,"100,000.00",Champion
Jim Pollard LAL 1954,Jim Pollard,,Jim Pollard,1954,LAL,13,543,160,56,155,0.361,,,,48,60,0.8,,,110,41,,,,27,,12.31,8.46,3.15,0.00,0.00,0.00,0.36,0.00,0.80,"100,000.00",Champion
Jim Pollard LAL 1955,Jim Pollard,,Jim Pollard,1955,LAL,7,257,99,33,104,0.317,,,,33,46,0.717,,,78,14,,,,13,,14.14,11.14,2.00,0.00,0.00,0.00,0.32,0.00,0.72,"1,000.00",Conf Finalist
Jim Price LAL 1973,Jim Price,,Jim Price,1973,LAL,3,16,6,3,11,0.273,,,,0,0,0,,,4,2,,,,2,,2.00,1.33,0.67,0.00,0.00,0.00,0.27,0.00,0.00,"10,000.00",Finalist
Jim Price LAL 1974,Jim Price,,Jim Price,1974,LAL,5,161,59,25,66,0.379,,,,9,13,0.692,8,11,19,13,7,0,,21,,11.80,3.80,2.60,1.40,0.00,0.00,0.38,0.00,0.69,100.00,Conf Semis
Jim Price MIL 1976,Jim Price,,Jim Price,1976,MIL,1,19,10,3,8,0.375,,,,4,7,0.571,0,0,0,4,1,0,,1,,10.00,0.00,4.00,1.00,0.00,0.00,0.38,0.00,0.57,10.00,First Round
Jim Price DEN 1977,Jim Price,,Jim Price,1977,DEN,6,158,43,19,53,0.358,,,,5,8,0.625,6,18,24,25,12,1,,18,,7.17,4.00,4.17,2.00,0.17,0.00,0.36,0.00,0.63,100.00,Conf Semis
Jim Price LAL 1979,Jim Price,,Jim Price,1979,LAL,8,128,20,9,30,0.3,,,,2,4,0.5,1,7,8,18,5,0,8,19,,2.50,1.00,2.25,0.63,0.00,1.00,0.30,0.00,0.50,100.00,Conf Semis
Jim Seminoff CHS 1947,Jim Seminoff,,Jim Seminoff,1947,CHS,11,0,75,31,132,0.235,,,,13,19,0.684,,,0,8,,,,27,,6.82,0.00,0.73,0.00,0.00,0.00,0.23,0.00,0.68,"10,000.00",Finalist
Jim Seminoff CHS 1948,Jim Seminoff,,Jim Seminoff,1948,CHS,5,0,49,16,62,0.258,,,,17,26,0.654,,,0,8,,,,21,,9.80,0.00,1.60,0.00,0.00,0.00,0.26,0.00,0.65,"1,000.00",Conf Finalist
Jim Spanarkel PHI 1980,Jim Spanarkel,,Jim Spanarkel,1980,PHI,5,8,2,0,2,0,0,0,0,2,2,1,0,1,1,1,0,0,0,1,,0.40,0.20,0.20,0.00,0.00,0.00,0.00,0.00,1.00,"10,000.00",Finalist
Jim Tucker PHI 1955,Jim Tucker,,Jim Tucker,1955,PHI,9,59,24,8,27,0.296,,,,8,9,0.889,,,15,1,,,,13,,2.67,1.67,0.11,0.00,0.00,0.00,0.30,0.00,0.89,"100,000.00",Champion
Jim Tucker PHI 1956,Jim Tucker,,Jim Tucker,1956,PHI,6,72,32,13,34,0.382,,,,6,8,0.75,,,25,2,,,,15,,5.33,4.17,0.33,0.00,0.00,0.00,0.38,0.00,0.75,"1,000.00",Conf Finalist
Jim Ware SAC 1967,Jim Ware,,Jim Ware,1967,SAC,3,13,10,5,13,0.385,,,,0,0,0,,,2,0,,,,1,,3.33,0.67,0.00,0.00,0.00,0.00,0.38,0.00,0.00,100.00,Conf Semis
Jim Washington ATL 1966,Jim Washington,,Jim Washington,1966,ATL,4,6,4,2,4,0.5,,,,0,0,0,,,3,0,,,,2,,1.00,0.75,0.00,0.00,0.00,0.00,0.50,0.00,0.00,"1,000.00",Conf Finalist
Jim Washington CHI 1967,Jim Washington,,Jim Washington,1967,CHI,3,38,24,10,22,0.455,,,,4,5,0.8,,,10,2,,,,8,,8.00,3.33,0.67,0.00,0.00,0.00,0.45,0.00,0.80,100.00,Conf Semis
Jim Washington CHI 1968,Jim Washington,,Jim Washington,1968,CHI,5,205,86,38,85,0.447,,,,10,15,0.667,,,75,10,,,,15,,17.20,15.00,2.00,0.00,0.00,0.00,0.45,0.00,0.67,100.00,Conf Semis
