,,YEAR,PLAYER,NB CODE,POS,BODY FAT %,HAND SIZE,WEIGHT (LBS),HEIGHT,STANDING,WINGSPAN,HEIGHT W/O SHOES,WINGSPAN,STANDING REACH,LANE AGILITY,SHUTTLE RUN,3/4 SPRINT,STANDING VERT,MAX VERT,MAX BENCH
9,2025,2016,Gary Payton II,Gary Payton II,PG,3.95%,83.125,183.8,74,99.5,80,6' 2'',6' 8'',8' 3.5'',11.57,3.17,3.23,31.5,38.5,
9,2025,2016,Georges Niang,Georges Niang,PF,10.05%,85.5625,230.8,78.75,103,82,6' 6.75'',6' 10'',8' 7'',11.64,3.17,3.49,25,31,
5,2021,2016,Henry Ellenson,Henry Ellenson,PF,11.20%,82.875,242,82,108,86.25,6' 10'',7' 2.25'',9' 0'',,,,,,
-2016,,2016,Isaiah Cousins,Isaiah Cousins,PG,4.80%,72.1875,194,75.25,98.5,78.25,6' 3.25'',6' 6.25'',8' 2.5'',10.79,2.97,3.24,30.5,37,
-2016,,2016,Isaiah Miles,Isaiah Miles,PF,9.60%,85.5,219.6,78.75,105,82.5,6' 6.75'',6' 10.5'',8' 9'',,,,,,
2,2018,2016,Isaiah Whitehead,Isaiah Whitehead,PGSG,9.25%,74.375,210,75.25,100,80.75,6' 3.25'',6' 8.75'',8' 4'',11.65,3.21,3.34,27.5,35.5,
6,2022,2016,Jake Layman,Jake Layman,SF,7.10%,76.3125,208.6,80,102,81.25,6' 8'',6' 9.25'',8' 6'',11.35,2.82,3.24,33,39.5,
9,2025,2016,Jakob Poeltl,Jakob Poeltl,C,5.80%,94.8125,239,84.25,111.5,86.75,7' 0.25'',7' 2.75'',9' 3.5'',,,,,,
3,2019,2016,Jaron Blossomgame,Jaron Blossomgame,SF,5.25%,85,213.6,78.25,102,82,6' 6.25'',6' 10'',8' 6'',11.47,3.35,3.17,31,35.5,16
4,2020,2016,Jarrod Uthoff,Jarrod Uthoff,PF,6.00%,78.75,214.4,80.5,104,83.5,6' 8.5'',6' 11.5'',8' 8'',11.52,3.03,3.5,29,34.5,
9,2025,2016,Jaylen Brown,Jaylen Brown,SGSF,5.05%,78.75,222.8,77.25,102.5,83.75,6' 5.25'',6' 11.75'',8' 6.5'',,,,,,
2,2018,2016,Joel Bolomboy,Joel Bolomboy,PF,5.15%,92.25,224.4,79.5,103.5,85.75,6' 7.5'',7' 1.75'',8' 7.5'',10.26,2.86,3.17,37.5,40.5,
9,2025,2016,Josh Hart,Josh Hart,SG,5.75%,78.625,203.6,76,99.5,80.5,6' 4'',6' 8.5'',8' 3.5'',11.15,3.02,3.18,27.5,35.5,9
8,2024,2016,Justin Jackson,Justin Jackson,SF,7.60%,76.5625,193.4,79,103.5,82.75,6' 7'',6' 10.75'',8' 7.5'',11.32,2.96,3.26,29.5,34.5,
2,2018,2016,Kay Felder,Kay Felder,PG,5.80%,70.125,177.2,68.25,88.5,74.5,5' 8.25'',6' 2.5'',7' 4.5'',11.52,2.9,3.15,35.5,44,
9,2025,2016,Kris Dunn,Kris Dunn,PG,,,0,75,100,81.5,6' 3'',6' 9.5'',8' 4'',,,,,,
1,2017,2016,Kyle Wiltjer,Kyle Wiltjer,PF,15.25%,78.375,242.8,80.75,102.5,84.25,6' 8.75'',7' 0.25'',8' 6.5'',11.35,3.04,3.48,28.5,35.5,
3,2019,2016,Malachi Richardson,Malachi Richardson,SGSF,7.00%,87.5,199.6,76.75,101.5,84,6' 4.75'',7' 0'',8' 5.5'',10.56,3.25,3.33,33,38,
9,2025,2016,Malcolm Brogdon,Malcolm Brogdon,SG,5.40%,92.25,223,75.75,98,82.5,6' 3.75'',6' 10.5'',8' 2'',10.77,2.64,3.31,30.5,35.5,
9,2025,2016,Malik Beasley,Malik Beasley,SG,6.90%,76.5,189.8,75.5,100.5,79,6' 3.5'',6' 7'',8' 4.5'',,0,,,,
6,2022,2016,Malik Newman,Malik Newman,SG,5.60%,76.3125,182.2,74.25,97.5,77.75,6' 2.25'',6' 5.75'',8' 1.5'',10.9,3.18,3.13,27.5,33.5,
-2016,,2016,Marcus Lee,Marcus Lee,PFC,5.35%,81,211,81,107.5,87,6' 9'',7' 3'',8' 11.5'',11.68,3.19,3.25,28.5,35.5,
2,2018,2016,Marcus Paige,Marcus Paige,PG,4.30%,67.8125,163.8,72.5,97,78.25,6' 0.5'',6' 6.25'',8' 1'',10.82,2.69,3.15,33.5,39.5,
6,2022,2016,Marquese Chriss,Marquese Chriss,PF,8.50%,81,233,80.75,105,84.25,6' 8.75'',7' 0.25'',8' 9'',11.93,3.05,3.26,32.5,38.5,
-2016,,2016,Melo Trimble,Melo Trimble,PG,8.35%,70,191.8,73.25,92.5,74,6' 1.25'',6' 2'',7' 8.5'',10.75,2.92,3.27,24.5,32,6
1,2017,2016,Michael Gbinije,Michael Gbinije,SG,5.40%,72,204.6,77.5,101,79.5,6' 5.5'',6' 7.5'',8' 5'',11,3.19,3.12,33.5,37.5,
2,2018,2016,Nigel Hayes,Nigel Hayes,SFPF,10.90%,80.75,245,78.25,107.5,87,6' 6.25'',7' 3'',8' 11.5'',12.11,2.9,3.2,25.5,28.5,
8,2024,2016,Omer Yurtseven,Omer Yurtseven,C,7.60%,94.5,248.4,82.5,108.5,85,6' 10.5'',7' 1'',9' 0.5'',12.85,3.3,3.45,26,31.5,6
9,2025,2016,Pascal Siakam,Pascal Siakam,PF,5.20%,92.5,226.6,80.25,107.5,87.25,6' 8.25'',7' 3.25'',8' 11.5'',11.25,3.09,3.41,30.5,36.5,
5,2021,2016,Patrick McCaw,Patrick McCaw,PGSG,4.70%,76.5625,180.8,77.25,100.5,82,6' 5.25'',6' 10'',8' 4.5'',11.01,2.97,3.3,30,38,
-2016,,2016,Perry Ellis,Perry Ellis,PF,4.60%,68,217.8,79,102,82.25,6' 7'',6' 10.25'',8' 6'',10.73,3.03,3.13,32,38,
-2016,,2016,Robert Carter Jr,Robert Carter Jr,PF,12.45%,83.125,250.6,78.75,106.5,87.25,6' 6.75'',7' 3.25'',8' 10.5'',,,,,,
3,2019,2016,Ron Baker,Ron Baker,SG,7.85%,83.125,212.4,75.25,97.5,81.75,6' 3.25'',6' 9.75'',8' 1.5'',10.77,2.96,3.45,30,35.5,
-2016,,2016,Sheldon McClellan,Sheldon McClellan,SG,4.75%,64,198.2,77,99.5,79,6' 5'',6' 7'',8' 3.5'',,,,,,
9,2025,2016,Skal Labissiere,Skal Labissiere,PFC,5.70%,78.75,215.8,82.5,105.5,86.5,6' 10.5'',7' 2.5'',8' 9.5'',,,,,,
9,2025,2016,Taurean Prince,Taurean Prince,SF,6.45%,76.5,220.2,78.5,102,83.5,6' 6.5'',6' 11.5'',8' 6'',10.96,2.8,3.24,34,36,
5,2021,2016,Thon Maker,Thon Maker,PF,6.05%,83.125,216,83.75,110.5,87,6' 11.75'',7' 3'',9' 2.5'',11.15,3.09,3.33,32,36.5,
3,2019,2016,Troy Williams,Troy Williams,SF,10.00%,76.3125,217.8,77.75,102,80.25,6' 5.75'',6' 8.25'',8' 6'',10.72,3.08,3.35,30,36,
3,2019,2016,Tyler Ulis,Tyler Ulis,PG,5.20%,56.25,149.2,68.75,88.5,74,5' 8.75'',6' 2'',7' 4.5'',10.8,2.88,3.2,32.5,38,
3,2019,2016,Wade Baldwin,Wade Baldwin IV,PG,5.20%,87.75,201.8,74.5,100,83.25,6' 2.5'',6' 11.25'',8' 4'',10.45,3.01,3.19,32.5,38,
6,2022,2016,Wayne Selden,Wayne Selden,SG,7.30%,83.25,232.4,76.25,101,82.5,6' 4.25'',6' 10.5'',8' 5'',,,,,,
3,2019,2016,Zhou Qi,Zhou Qi,PFC,4.85%,87.875,218.2,85.25,112.5,91.75,7' 1.25'',7' 7.75'',9' 4.5'',11.27,2.9,3.46,31.5,32,
,2018,2015,Aaron Harrison,Aaron Harrison,SG,6.00%,87.5,209.2,76.5,100.5,80.25,6' 4.5'',6' 8.25'',8' 4.5'',,,3.27,28.5,34.5,1
-2015,,2015,Aaron White,Aaron White,PFSF,8.00%,80.9375,219.8,79.75,106.5,83.5,6' 7.75'',6' 11.5'',8' 10.5'',,,,,,
4,2019,2015,Alan Williams,Alan Williams,PF,12.00%,80.75,261.4,79.25,106.5,85.75,6' 7.25'',7' 1.75'',8' 10.5'',12.26,3.54,3.5,25.5,28.5,8
4,2019,2015,Andrew Harrison,Andrew Harrison,PG,5.90%,76.3125,213.2,76.5,100,81,6' 4.5'',6' 9'',8' 4'',11.2,,3.34,26.5,33,
3,2018,2015,Anthony Brown,Anthony Brown,SFSG,6.10%,76.5,211,77.75,104.5,83,6' 5.75'',6' 11'',8' 8.5'',10.94,3.29,3.18,27.5,34.5,4
10,2025,2015,Bobby Portis,Bobby Portis,PF,8.90%,87.875,246.2,81.5,108.5,86,6' 9.5'',7' 2'',9' 0.5'',11.78,3.28,3.56,25,31.5,5
1,2016,2015,Branden Dawson,Branden Dawson,PF,5.80%,78.75,230.2,77.5,105,83,6' 5.5'',6' 11'',8' 9'',12.22,3.53,3.2,28.5,34.5,12
-2015,,2015,Brandon Ashley,Brandon Ashley,PF,8.80%,85.5,228,79.25,105,87.75,6' 7.25'',7' 3.75'',8' 9'',11.21,3.35,3.58,31.5,35.5,9
10,2025,2015,Cameron Payne,Cameron Payne,PG,6.30%,70.125,182.8,72.75,97.5,79.25,6' 0.75'',6' 7.25'',8' 1.5'',10.9,2.93,3.28,29.8,35.5,0
6,2021,2015,Chasson Randle,Chasson Randle,PG,4.50%,80.75,178.8,72.25,96.5,79,6' 0.25'',6' 7'',8' 0.5'',10.63,2.81,3.2,33.5,39.5,6
3,2018,2015,Chris McCullough,Chris McCullough,PF,6.20%,76.5625,199,80.25,109,87.25,6' 8.25'',7' 3.25'',9' 1'',,,,,,
-2015,,2015,Chris Walker,Chris Walker,PF,5.10%,81,208,80.75,108,86.75,6' 8.75'',7' 2.75'',9' 0'',11.25,3.41,3.35,30.5,37,6
9,2024,2015,Christian Wood,Christian Wood,PF,14.70%,99.4375,216,81.25,111.5,87.25,6' 9.25'',7' 3.25'',9' 3.5'',,,,,,
1,2016,2015,Cliff Alexander,Cliff Alexander,PFC,5.80%,97.375,239.2,79.25,109.5,87.5,6' 7.25'',7' 3.5'',9' 1.5'',,,,,,
-2015,,2015,Corey Hawkins,Corey Hawkins,SGPG,5.50%,78.75,191.8,72.75,99.5,80,6' 0.75'',6' 8'',8' 3.5'',10.81,,3.51,28.5,34,9
10,2025,2015,D'Angelo Russell,D?Angelo Russell,PGSG,8.30%,85.3125,193.4,75.25,102,81.75,6' 3.25'',6' 9.75'',8' 6'',,,,,,
3,2018,2015,Dakari Johnson,Dakari Johnson,C,14.90%,97.125,264.6,83,112,86,6' 11'',7' 2'',9' 4'',11.76,2.94,3.62,22.5,25,4
10,2025,2015,Delon Wright,Delon Wright,PG,6.60%,68,181.4,76.25,101.5,79.5,6' 4.25'',6' 7.5'',8' 5.5'',11.16,3.5,3.29,29.5,31,4
10,2025,2015,Devin Booker,Devin Booker,SG,8.30%,78.75,205.8,76.5,102.5,80.25,6' 4.5'',6' 8.25'',8' 6.5'',10.27,2.75,3.28,27.5,34.5,8
-2015,,2015,Dez Wells,Dez Wells,SG,8.10%,85.3125,208.8,75,100.5,81.5,6' 3'',6' 9.5'',8' 4.5'',10.56,3.05,3.2,31.5,39,15
8,2023,2015,Frank Kaminsky,Frank Kaminsky,CPF,9.40%,80.75,231.2,83.75,109.5,83,6' 11.75'',6' 11'',9' 1.5'',,,,,,
-2015,,2015,J.P. Tokoto,J.P. Tokoto,SFSG,4.10%,70,195.8,77.25,100.5,82,6' 5.25'',6' 10'',8' 4.5'',10.97,3.2,3.27,34.5,40,12
4,2019,2015,Jarell Martin,Jarell Martin,PF,10.10%,78.375,238.6,80,106.5,81,6' 8'',6' 9'',8' 10.5'',11.2,2.97,3.27,28.5,35,19
5,2020,2015,Jerian Grant,Jerian Grant,PG,5.60%,70.125,198,75.25,100,79.5,6' 3.25'',6' 7.5'',8' 4'',,,,,,
-2015,,2015,Jonathan Holmes,Jonathan Holmes,PFSF,7.20%,78.375,242.2,80.25,107.5,83.5,6' 8.25'',6' 11.5'',8' 11.5'',10.95,3.12,3.51,25.5,31,
3,2018,2015,Jordan Mickey,Jordan Mickey,PF,7.20%,83.125,238,79,106,87.25,6' 7'',7' 3.25'',8' 10'',11.72,3.13,3.28,33,37.5,9
3,2018,2015,Joseph Young,Joseph Young,SGPG,4.10%,65.625,182.2,72.75,94.5,77,6' 0.75'',6' 5'',7' 10.5'',,,,,,
7,2022,2015,Justin Anderson,Justin Anderson,SFSG,5.00%,80.75,230.6,77.25,101,83.75,6' 5.25'',6' 11.75'',8' 5'',11.13,2.88,3.22,38,43,12
8,2023,2015,Justise Winslow,Justise Winslow,SF,5.30%,78.625,221.8,76.5,104.5,82.25,6' 4.5'',6' 10.25'',8' 8.5'',,,,,,
7,2022,2015,Keifer Sykes,Keifer Sykes,PG,5.00%,80.75,167.2,70.5,93,74,5' 10.5'',6' 2'',7' 9'',10.47,3.15,3.13,34,43,8
10,2025,2015,Kelly Oubre,Kelly Oubre,SFSG,5.70%,78.75,202.8,77.75,102.5,86.25,6' 5.75'',7' 2.25'',8' 6.5'',11.09,3.12,3.32,34.5,37,7
10,2025,2015,Kevon Looney,Kevon Looney,PF,11.90%,87.875,222.4,80,110,87.5,6' 8'',7' 3.5'',9' 2'',,,,,,
10,2025,2015,Larry Nance Jr,Larry Nance,PF,6.40%,87.75,226.6,79.5,108,85.5,6' 7.5'',7' 1.5'',9' 0'',10.93,3.01,3.25,29,37.5,10
-2015,,2015,Marcus Thornton (1993),Marcus Thornton,PGSG,5.30%,70.125,177.4,73.75,97.5,79.75,6' 1.75'',6' 7.75'',8' 1.5'',10.73,,3.28,31,33,14
5,2020,2015,Michael Frazier,Michael Frazier II,SG,7.40%,76.3125,199.4,75.75,101.5,80,6' 3.75'',6' 8'',8' 5.5'',10.66,3.02,3.32,27,35,10
-2015,,2015,Michael Qualls,Michael Qualls,SGSF,4.00%,92.25,201.4,76,104.5,84.25,6' 4'',7' 0.25'',8' 8.5'',11.88,,3.18,34,39.5,9
8,2023,2015,Montrezl Harrell,Montrezl Harrell,PF,11.90%,87.75,253.4,79,109,88.25,6' 7'',7' 4.25'',9' 1'',,,,,,
-2015,,2015,Mouhammadou Jaiteh,Mouhammadou Jaiteh,CPF,9.90%,83.25,246.8,81.5,110.5,87.25,6' 9.5'',7' 3.25'',9' 2.5'',,,,,,
10,2025,2015,Myles Turner,Myles Turner,CPF,9.30%,85.5625,238.6,81.75,112,88,6' 9.75'',7' 4'',9' 4'',,,,,,
10,2025,2015,Norman Powell,Norman Powell,SG,6.40%,83.25,215.4,75,102.5,82.75,6' 3'',6' 10.75'',8' 6.5'',10.69,3.2,3.2,32.5,40.5,5
-2015,,2015,Olivier Hanlan,Olivier Hanlan,PGSG,4.30%,70,185.8,75.25,100,78,6' 3.25'',6' 6'',8' 4'',11.41,3.12,3.25,28,34,19
10,2025,2015,Pat Connaughton,Pat Connaughton,SG,10.20%,78.625,215,76,96,80,6' 4'',6' 8'',8' 0'',10.58,3.08,3.2,37.5,44,13
6,2021,2015,Quinn Cook,Quinn Cook,PG,6.70%,65.625,179,72.25,96.5,76,6' 0.25'',6' 4'',8' 0.5'',11.44,3.41,3.38,24.5,31,14
2,2017,2015,Rakeem Christmas,Rakeem Christmas,PFC,9.60%,83.25,242.6,80.25,110.5,89.25,6' 8.25'',7' 5.25'',9' 2.5'',11.6,3.3,3.47,29,32,9
3,2018,2015,Rashad Vaughn,Rashad Vaughn,SG,6.20%,68,198.6,75.75,101,79,6' 3.75'',6' 7'',8' 5'',11.4,3.1,3.21,28,34,5
10,2025,2015,Richaun Holmes,Richaun Holmes,PF,8.80%,72.25,242.8,80.25,108,85.5,6' 8.25'',7' 1.5'',9' 0'',11.24,3.31,3.32,32.5,36,15
4,2019,2015,RJ Hunter,R.J. Hunter,SG,6.00%,70.125,185,76.5,104,82.5,6' 4.5'',6' 10.5'',8' 8'',10.87,2.91,3.26,27.5,33.5,1
-2015,,2015,Robert Upshaw,Robert Upshaw,C,12.50%,110,258.2,82.75,113,89.5,6' 10.75'',7' 5.5'',9' 5'',,,,,,
6,2021,2015,Rondae Hollis-Jefferson,Rondae HollisJefferson,SF,5.00%,85.3125,210.8,77.5,104,86,6' 5.5'',7' 2'',8' 8'',10.41,3.19,3.12,32,38,13
-2015,,2015,Ryan Boatright,Ryan Boatright,PG,6.60%,65.625,169.6,70,92.5,72.5,5' 10'',6' 0.5'',7' 8.5'',10.71,3.05,3.26,32,41,10
7,2022,2015,Sam Dekker,Sam Dekker,SF,7.50%,78.625,218.6,79.75,106,83.5,6' 7.75'',6' 11.5'',8' 10'',10.64,2.96,3.28,25.5,34.5,5
8,2023,2015,Stanley Johnson,Stanley Johnson,SF,7.50%,81,241.8,77,102,83.5,6' 5'',6' 11.5'',8' 6'',,,,,,
2,2017,2015,Stephen Zimmerman,Stephen Zimmerman,C,11.15%,81,234,82.25,108.5,87.25,6' 10.25'',7' 3.25'',9' 0.5'',12.08,3.16,3.43,26,31,
-2015,,2015,TaShawn Thomas,TaShawn Thomas,PF,12.40%,83.25,240.2,79.25,108,86,6' 7.25'',7' 2'',9' 0'',,,,,,
-2015,,2015,Terran Petteway,Terran Petteway,SG,4.90%,68.0625,209.2,76.75,104.5,83.25,6' 4.75'',6' 11.25'',8' 8.5'',10.91,3.1,3.32,25,31,15
10,2025,2015,Terry Rozier,Terry Rozier,PGSG,5.60%,70.125,190.2,72.5,98.5,80.25,6' 0.5'',6' 8.25'',8' 2.5'',10.84,2.84,3.15,33,38,7
10,2025,2015,TJ McConnell,TJ McConnell,PG,7.30%,52.5,187.8,72.5,96.5,74,6' 0.5'',6' 2'',8' 0.5'',10.95,3.09,3.3,26,31.5,7
5,2020,2015,Treveon Graham,Treveon Graham,SF,5.50%,70.125,219.4,76,103,82.5,6' 4'',6' 10.5'',8' 7'',11.64,3.15,3.3,28.5,31.5,11
10,2025,2015,Trey Lyles,Trey Lyles,PF,12.10%,94.8125,241.2,81,108,85.5,6' 9'',7' 1.5'',9' 0'',,,,,,
-2015,,2015,Tyler Harvey,Tyler Harvey,SG,9.20%,67.8125,181.4,74.75,98.5,77.5,6' 2.75'',6' 5.5'',8' 2.5'',10.56,2.93,3.44,26,28.5,1
10,2025,2015,Tyus Jones,Tyus Jones,PG,6.50%,72.1875,184.6,72.5,97,77,6' 0.5'',6' 5'',8' 1'',11.84,2.95,3.32,26.5,32.5,2
3,2018,2015,Vince Hunter,Vince Hunter,PF,4.60%,78.75,208.4,78.75,104.5,83,6' 6.75'',6' 11'',8' 8.5'',11.19,3.06,3.26,33.5,37.5,13
7,2022,2015,Willie Cauley-Stein,Willie CauleyStein,C,6.30%,85.5,242.4,83.25,111,87,6' 11.25'',7' 3'',9' 3'',,,,,,
,,2014,Aaron Craft,Aaron Craft,PG,6.10%,65.875,191.6,72.75,94.5,74,6' 0.75'',6' 2'',7' 10.5'',10.78,2.9,3.26,29,32,
,2025,2014,Aaron Gordon,Aaron Gordon,PF,5.05%,91.875,220.1,79.5,105,83.75,6' 7.5'',6' 11.75'',8' 9'',10.81,2.76,3.27,32.5,39,
4,2018,2014,Adreian Payne,Adreian Payne,PF,7.55%,87.875,238.5,81,109,88,6' 9'',7' 4'',9' 1'',,,,,,
-2014,,2014,Alec Brown,Alec Brown,PF,7.70%,80.9375,231.2,84.25,109,85.5,7' 0.25'',7' 1.5'',9' 1'',12.05,2.91,3.48,27,30,
1,2015,2014,Alex Kirk,Alex Kirk,PF,13.60%,97.125,252,81.25,109.5,87.5,6' 9.25'',7' 3.5'',9' 1.5'',11.2,3.19,3.48,28.5,31.5,
-2014,,2014,C.J. Fair,C.J. Fair,SF,5.05%,81,218.1,78.5,104,81.5,6' 6.5'',6' 9.5'',8' 8'',11,3.06,3.32,27,35,
2,2016,2014,Cameron Bairstow,Cameron Bairstow,PF,8.70%,78.75,252.4,80.75,107,84.75,6' 8.75'',7' 0.75'',8' 11'',11.39,3.09,3.37,31,33.5,
3,2017,2014,CJ Wilcox,C.J. Wilcox,SG,6.50%,78.75,201,75.5,100.5,81.75,6' 3.5'',6' 9.75'',8' 4.5'',11.3,2.92,3.22,31,37.5,
2,2016,2014,Cleanthony Early,Cleanthony Early,SF,4.45%,76.5,209.4,78,101.5,82.75,6' 6'',6' 10.75'',8' 5.5'',11.15,2.96,3.18,34,40,
2,2016,2014,Cory Jefferson,Cory Jefferson,PF,5.25%,85.3125,218.4,79.75,105,84.5,6' 7.75'',7' 0.5'',8' 9'',12.63,3.39,3.36,33,37.5,
11,2025,2014,Dante Exum,Dante Exum,SG,6.40%,80.75,196.3,76.5,103,81.5,6' 4.5'',6' 9.5'',8' 7'',10.75,2.88,3.19,31.5,34.5,
-2014,,2014,DeAndre Daniels,DeAndre Daniels,SF,3.85%,97.125,196,79.25,106.5,86,6' 7.25'',7' 2'',8' 10.5'',11.46,3.04,3.44,26.5,32,
-2014,,2014,DeAndre Kane,DeAndre Kane,PG,5.00%,74.25,199.9,74.75,99.5,80,6' 2.75'',6' 8'',8' 3.5'',,,,,,
-2014,,2014,Deonte Burton (1991),Deonte Burton,PG,7.65%,66,192.8,72,97.5,79,6' 0'',6' 7'',8' 1.5'',11.28,3.08,3.28,29,39.5,
2,2016,2014,Devyn Marble,Devyn Marble,SG,6.90%,70.125,192.4,77,102,81,6' 5'',6' 9'',8' 6'',11.32,3.08,3.28,29,35,
11,2025,2014,Doug McDermott,Doug McDermott,SF,7.10%,85.3125,218,78.25,103,81.25,6' 6.25'',6' 9.25'',8' 7'',11.1,3.15,3.29,28.5,36.5,
11,2025,2014,Dwight Powell,Dwight Powell,PF,6.20%,83.25,234.4,81.5,105,84.5,6' 9.5'',7' 0.5'',8' 9'',11.28,2.88,3.2,28.5,35,
11,2025,2014,Elfrid Payton,Elfrid Payton,PG,5.65%,78.75,185.4,74.5,98.5,80,6' 2.5'',6' 8'',8' 2.5'',11.06,2.92,3.23,31.5,35.5,
11,2025,2014,Gary Harris,Gary Harris,SG,4.55%,80.75,204.8,74.5,96,78.75,6' 2.5'',6' 6.75'',8' 0'',,,,,,
-2014,,2014,George de Paula,George de Paula,PG,6.70%,99.75,197,76.5,104,84,6' 4.5'',7' 0'',8' 8'',,,,,,
7,2021,2014,Glenn Robinson III,Glenn Robinson III,SF,5.05%,85.5,211.4,77.5,100.5,82,6' 5.5'',6' 10'',8' 4.5'',11.22,3.04,3.15,36.5,41.5,
-2014,,2014,Isaiah Austin,Isaiah Austin,PF,7.50%,76.5625,219.5,83.5,112.5,88.5,6' 11.5'',7' 4.5'',9' 4.5'',,,,,,
1,2015,2014,Jabari Brown,Jabari Brown,SG,6.05%,83.25,201.9,75,100,80.25,6' 3'',6' 8.25'',8' 4'',11.6,3.26,3.5,28,32,
-2014,,2014,Jahii Carson,Jahii Carson,PG,6.45%,65.625,179.6,69.75,93,74,5' 9.75'',6' 2'',7' 9'',,,,,,
4,2018,2014,James Michael McAdoo,James McAdoo,PF,6.15%,83.25,227.6,79.5,106.5,86.25,6' 7.5'',7' 2.25'',8' 10.5'',11.61,2.91,3.28,29.5,34,
4,2018,2014,James Young,James Young,SG,5.10%,85.5,213.3,77.25,104,84,6' 5.25'',7' 0'',8' 8'',,,,28,35.5,
3,2017,2014,Jarnell Stokes,Jarnell Stokes,PF,8.20%,102.375,262.8,79,103.5,85.25,6' 7'',7' 1.25'',8' 7.5'',11.92,3.2,3.26,31,36,
11,2025,2014,Jerami Grant,Jerami Grant,SF,3.75%,85.5625,214,78.5,107,86.75,6' 6.5'',7' 2.75'',8' 11'',,,,,,
10,2024,2014,Joe Harris,Joe Harris,SG,6.20%,82.875,215,76.75,100,78,6' 4.75'',6' 6'',8' 4'',11.11,2.92,3.31,28.5,33.5,
4,2018,2014,Johnny O'Bryant,Johnny O?Bryant III,PF,10.75%,87.875,256.8,79.25,105,86.25,6' 7.25'',7' 2.25'',8' 9'',11.57,3.32,3.45,31,35.5,
2,2016,2014,Jordan Adams,Jordan Adams,SG,10.80%,63.75,208.8,75.5,102,82,6' 3.5'',6' 10'',8' 6'',12.13,3.05,3.5,24.5,29.5,
-2014,,2014,Jordan Bachynski,Jordan Bachynski,PF,7.45%,92.5,254.1,85.25,108.5,88,7' 1.25'',7' 4'',9' 0.5'',12.15,3.03,3.36,29,33,
11,2025,2014,Jordan Clarkson,Jordan Clarkson,PG,4.30%,74.25,186.3,75.25,98,80,6' 3.25'',6' 8'',8' 2'',10.76,2.98,3.28,33,38.5,
6,2020,2014,Jordan McRae,Jordan McRae,SG,5.20%,74.375,179.4,75.75,104,84.5,6' 3.75'',7' 0.5'',8' 8'',11.07,3.15,3.39,27.5,34.5,
11,2025,2014,Julius Randle,Julius Randle,PF,9.40%,72.1875,249.7,79.75,105.5,84,6' 7.75'',7' 0'',8' 9.5'',11.45,3.14,3.27,29,35.5,
-2014,,2014,Kendall Williams,Kendall Williams,PG,7.20%,62,183,74.25,99,77.5,6' 2.25'',6' 5.5'',8' 3'',10.83,2.85,,27,33,
9,2023,2014,Khem Birch,Khem Birch,PF,6.00%,76.5,208.8,79.5,107,85,6' 7.5'',7' 1'',8' 11'',11.6,3.24,3.26,30.5,35.5,
-2014,,2014,KJ Daniels,K.J. McDaniels,SF,4.45%,85.3125,195.6,76.5,102,83.25,6' 4.5'',6' 11.25'',8' 6'',12.71,3.2,3.1,33,37,
11,2025,2014,Kyle Anderson,Kyle Anderson,SF,13.35%,72.1875,230.1,79.5,107.5,86.75,6' 7.5'',7' 2.75'',8' 11.5'',,,,,,
3,2017,2014,Lamar Patterson,Lamar Patterson,SG,10.75%,83.25,226,76,101,83,6' 4'',6' 11'',8' 5'',11.63,3.13,3.45,27.5,32.5,
-2014,,2014,LaQuinton Ross,LaQuinton Ross,SF,16.30%,85.3125,238.7,78.5,106,85.75,6' 6.5'',7' 1.75'',8' 10'',11.97,3.52,3.44,25,31,
11,2025,2014,Marcus Smart,Marcus Smart,PG,10.55%,78.75,227.2,74,99,81.25,6' 2'',6' 9.25'',8' 3'',10.82,2.96,3.26,33,36,
4,2018,2014,Markel Brown,Markel Brown,SG,4.20%,80.4375,184.4,74.5,100,80.75,6' 2.5'',6' 8.75'',8' 4'',12.62,2.9,3.18,36.5,43.5,
-2014,,2014,Melvin Ejim,Melvin Ejim,SF,6.45%,80.9375,218.5,77.25,103.5,83.25,6' 5.25'',6' 11.25'',8' 7.5'',11.55,3.12,3.14,29.5,35,
1,2015,2014,Nick Johnson,Nick Johnson,SG,6.05%,85.3125,198,73.5,96.5,79.25,6' 1.5'',6' 7.25'',8' 0.5'',10.8,2.95,3.27,33.5,41.5,
8,2022,2014,Nik Stauskas,Nik Stauskas,SG,12.05%,72.25,206.9,77.25,102,79.75,6' 5.25'',6' 7.75'',8' 6'',10.79,2.92,3.27,29,35.5,
9,2023,2014,Noah Vonleh,Noah Vonleh,PF,7.30%,114.5625,247.1,80,108,88.25,6' 8'',7' 4.25'',9' 0'',11.45,3.29,3.28,31,37,
2,2016,2014,PJ Hairston,P.J. Hairston,SG,8.20%,85.3125,228.8,76.25,101,81,6' 4.25'',6' 9'',8' 5'',11.12,,3.32,32,37,
8,2022,2014,Rodney Hood,Rodney Hood,SF,7.45%,72.25,208.2,79.25,103,80.5,6' 7.25'',6' 8.5'',8' 7'',11.21,3.14,3.38,29,36,
2,2016,2014,Russ Smith,Russ Smith,PG,3.50%,70.125,160,71.5,95,75.5,5' 11.5'',6' 3.5'',7' 11'',11.57,3.01,3.27,29.5,34,
4,2018,2014,Sean Kilpatrick,Sean Kilpatrick,SG,9.20%,81,218.7,74.5,99,79,6' 2.5'',6' 7'',8' 3'',,,,,,
